generation,best,mean,min,std,best_of_run
1,230.68399999999178,-122.68902810000314,-382.46044500000477,165.90972518518345,230.68399999999178
2,230.68399999999178,-34.82477642000331,-135.45583000000187,136.94888819942963,230.68399999999178
3,230.68399999999178,6.117076979996137,-116.95000000000229,151.88773612348348,230.68399999999178
4,230.6839999999919,97.78216697999454,-113.45000000000226,153.44402947810153,230.6839999999919
5,294.6839999999919,229.50271839999186,182.10539999999352,13.039359319924666,294.6839999999919
6,294.6839999999919,231.69183999999186,229.54999999999183,9.011819348744185,294.6839999999919
7,294.68399999999195,233.24399999999187,230.68399999999178,12.541387483049885,294.68399999999195
8,294.68399999999195,233.24399999999198,230.68399999999178,12.541387483049865,294.68399999999195
9,563.7565399999996,242.49690959999216,230.68399999999184,49.03213981080807,563.7565399999996
10,563.7565399999996,245.05690959999222,230.6839999999919,50.00954946082427,563.7565399999996
11,563.7565399999996,250.7150823999922,230.6839999999919,51.41705982291285,563.7565399999996
12,563.7565399999996,262.1443623999922,230.68399999999195,52.73494682930143,563.7565399999996
13,563.7565399999996,271.0363223999922,230.68399999999195,52.03102087903943,563.7565399999996
14,563.7565399999996,276.1563223999922,230.68399999999195,50.945902213416886,563.7565399999996
15,563.7565399999996,294.26973319999234,230.683999999992,59.72826772649697,563.7565399999996
16,563.7565399999996,299.38973319999235,230.683999999992,56.725775954499724,563.7565399999996
17,574.9893299999995,310.75816819999244,293.5499999999919,64.87972177073964,574.9893299999995
18,574.9893299999995,310.75816819999244,293.5499999999919,64.87972177073964,574.9893299999995
19,577.2011999999996,316.47655219999257,293.54999999999194,74.7601769496142,577.2011999999996
20,577.2011999999996,327.3755337999929,293.54999999999194,88.83191973211547,577.2011999999996
21,1307.550000000029,362.66152859999454,294.6839999999918,169.24734075911104,1307.550000000029
22,1321.5500000000281,412.8034885999968,294.68399999999195,254.63385289240676,1321.5500000000281
23,1321.5500000000281,423.64818739999714,294.68399999999195,255.14545962123503,1321.5500000000281
24,1321.5500000000281,484.443494,294.68399999999195,283.5830499986112,1321.5500000000281
25,1321.5500000000281,564.7755726000037,294.68399999999195,311.1003921143432,1321.5500000000281
26,1321.5500000000281,674.0441962000078,294.68399999999195,293.8594557053143,1321.5500000000281
27,1321.5500000000281,728.6000228000084,561.4701999999996,274.57134976190144,1321.5500000000281
28,1321.5500000000281,762.9223218000105,564.0024999999996,291.86480215141063,1321.5500000000281
29,1321.5500000000281,817.0183722000132,572.1892999999997,308.2569055077516,1321.5500000000281
30,1321.5500000000281,860.8527606000151,576.2201999999997,321.2947844130672,1321.5500000000281
31,1899.43170000001,906.0483488000166,581.3878999999997,348.5449311132579,1899.43170000001
32,1899.43170000001,1030.635714000021,582.6499999999999,356.40679233108574,1899.43170000001
33,1899.43170000001,1151.7732620000254,582.7499999999999,321.0925955358768,1899.43170000001
34,1899.43170000001,1283.8046620000273,784.6840000000279,263.3671158948985,1899.43170000001
35,2655.9339999999956,1408.635706000026,1285.0500000000297,268.3412462764411,2655.9339999999956
36,2655.9339999999956,1422.2323880000256,1286.0500000000297,276.8241627238948,2655.9339999999956
37,2655.9339999999956,1436.991978000025,1290.5500000000293,282.5356654212353,2655.9339999999956
38,2655.9339999999956,1450.3196120000246,1295.550000000029,288.45056721878666,2655.9339999999956
39,2655.9339999999956,1475.5625300000236,1298.0500000000293,299.41491134400434,2655.9339999999956
40,2655.9339999999956,1510.4057980000227,1298.5500000000295,309.8636339774599,2655.9339999999956
41,2655.9339999999956,1510.7857980000229,1300.0500000000286,309.6151431297205,2655.9339999999956
42,2655.9339999999956,1546.3237840000213,1301.0500000000295,317.4429449730268,2655.9339999999956
43,2655.9339999999956,1583.7266020000202,1304.0500000000288,322.8827716850218,2655.9339999999956
44,2655.9339999999956,1607.5623700000194,1307.550000000029,322.58542635051356,2655.9339999999956
45,2655.9339999999956,1630.5960040000189,1307.550000000029,320.0684590556986,2655.9339999999956
46,2655.9339999999956,1704.2180340000164,1315.0500000000286,307.4864231560082,2655.9339999999956
47,2655.9339999999956,1785.8763680000138,1321.0500000000284,269.0790495793224,2655.9339999999956
48,2655.9339999999956,1785.8763680000138,1321.0500000000284,269.0790495793224,2655.9339999999956
49,2655.9339999999956,1836.9466860000123,1321.5500000000281,268.82757845243066,2655.9339999999956
50,2655.9339999999956,1858.8983200000116,1322.050000000029,247.4661610270311,2655.9339999999956
51,2655.9339999999956,1905.03774600001,1333.0500000000281,191.3824446288137,2655.9339999999956
52,2789.000000000003,1971.3949220000088,1822.4000000000094,222.6158076986077,2789.000000000003
53,2789.000000000003,2024.7235024000079,1842.3500000000122,277.2341331456573,2789.000000000003
54,2789.000000000003,2028.0072704000079,1899.43170000001,275.69278137579204,2789.000000000003
55,2789.000000000003,2029.321794400008,1899.43170000001,275.13967113410945,2789.000000000003
56,2789.000000000003,2044.2201604000077,1899.43170000001,287.58936430876946,2789.000000000003
57,3210.1340000000346,2071.9277904000082,1899.6170000000081,329.1041019603667,3210.1340000000346
58,3210.1340000000346,2072.520374400008,1903.4802000000077,328.80829718193297,3210.1340000000346
59,3210.1340000000346,2110.2332804000084,1909.0856000000101,360.3879967732117,3210.1340000000346
60,3210.1340000000346,2129.4002464000077,1912.2448000000077,370.2170221464097,3210.1340000000346
61,3210.1340000000346,2142.512961400008,1913.8888000000068,370.6554882246588,3210.1340000000346
62,3210.1340000000346,2174.561043400008,1915.8652000000093,383.9058019180207,3210.1340000000346
63,3210.1340000000346,2200.446419400009,1917.3018000000095,408.44016481809774,3210.1340000000346
64,3210.1340000000346,2200.446419400009,1917.3018000000095,408.44016481809774,3210.1340000000346
65,3745.01960000001,2269.050435400008,1921.7143000000103,464.20110334555335,3745.01960000001
66,3745.01960000001,2305.503799400008,1922.116100000007,504.2635469662374,3745.01960000001
67,3745.01960000001,2356.966469400008,1923.3841000000084,506.31845618162896,3745.01960000001
68,3745.01960000001,2371.3857874000078,1923.3841000000084,504.0261647877767,3745.01960000001
69,3745.01960000001,2399.9354234000075,1923.3841000000084,502.261220868129,3745.01960000001
70,3773.6459000000114,2455.074689400008,1924.516400000008,530.6711458555193,3773.6459000000114
