generation,best,mean,min,std,best_of_run
1,497.82000000001267,280.0419295000073,88.39759000000493,111.80166785657107,497.82000000001267
2,497.82000000001267,362.4335541666765,207.42000000000468,67.38908693980224,497.82000000001267
3,497.8200000000128,412.11315066667913,401.52000000001203,26.612181545068264,497.8200000000128
4,497.8200000000128,415.6068470000126,401.8200000000128,30.52326872999296,497.8200000000128
5,497.8200000000128,416.3496313333458,402.6210000000119,30.295274466276187,497.8200000000128
6,499.22100000001234,422.23941716667923,403.2210000000125,35.28024818014662,499.22100000001234
7,499.2210000000127,441.3340631666792,403.22100000001274,44.462699325009936,499.2210000000127
8,499.2210000000128,467.65832983334565,403.2210000000129,41.44855102770313,499.2210000000128
9,499.2210000000128,497.1425271666792,473.76576000001205,5.259649688937207,499.2210000000128
10,499.2210000000128,498.67989400001244,497.82000000001256,0.66405462253533,499.2210000000128
11,499.73130000001214,498.7436040000124,497.82000000001267,0.6701573002889083,499.73130000001214
12,499.73130000001214,499.1123833333457,497.94690000001253,0.3934041459562286,499.73130000001214
13,499.73130000001214,499.2380100000124,499.22100000001166,0.09160165336931705,499.73130000001214
14,859.2037500000001,511.237435000012,499.22100000001217,64.61578738986502,859.2037500000001
15,859.2037500000001,511.23743500001206,499.22100000001217,64.61578738986502,859.2037500000001
16,862.981625,523.3627891666783,499.2210000000122,90.26347609064491,862.981625
17,866.8999599999997,535.6187545000113,499.22100000001234,109.14112494860831,866.8999599999997
18,866.8999599999997,583.0411630000096,499.22100000001245,151.98703930308787,866.8999599999997
19,867.9643999999998,643.5718340000074,499.22100000001257,176.86874590951535,867.9643999999998
20,867.9643999999998,668.113544666673,499.2210000000127,180.32242589004932,867.9643999999998
21,881.1893000000001,717.2226448333381,499.2210000000127,177.80018201524476,881.1893000000001
22,881.1893000000001,766.2509508333366,499.2210000000128,160.81673212521804,881.1893000000001
23,1142.5548550000342,825.8023845000025,499.2210000000129,137.26015480063936,1142.5548550000342
24,2381.221000000006,912.9893826666682,503.8897200000117,285.19903777651524,2381.221000000006
25,2793.919999999993,993.1987963333346,861.100705,432.2867949604629,2793.919999999993
26,2793.919999999993,995.919920166668,862.7537000000003,431.53794260371217,2793.919999999993
27,2793.919999999993,1049.7983963333334,865.2658100000003,485.08774851806936,2793.919999999993
28,2793.919999999993,1179.7499848333327,866.8999599999997,612.4057830823726,2793.919999999993
29,2793.919999999993,1200.4310885000014,868.4816050000002,606.7525058917954,2793.919999999993
