generation,best,mean,min,std,best_of_run
1,403.22100000001296,195.57789100000633,-1.5154499999968905,134.7524102454375,403.22100000001296
2,403.221000000013,391.7365613333451,248.25882999999754,33.70723903354526,403.221000000013
3,403.2210000000131,402.84740000001267,401.8200000000129,0.6195455108382606,403.2210000000131
4,499.2210000000128,406.4210000000128,403.2210000000127,17.232527382830398,499.2210000000128
5,499.2210000000128,406.4210000000128,403.2210000000128,17.23252738283039,499.2210000000128
6,499.2210000000128,406.4210000000129,403.2210000000129,17.23252738283038,499.2210000000128
7,499.2210000000128,406.4210000000129,403.2210000000129,17.23252738283038,499.2210000000128
8,499.2210000000128,406.4210000000129,403.22100000001296,17.232527382830376,499.2210000000128
9,499.2210000000128,406.4210000000129,403.22100000001296,17.232527382830376,499.2210000000128
10,499.2210000000128,406.4210000000129,403.22100000001296,17.23252738283037,499.2210000000128
11,499.2210000000128,412.77430000001283,403.221000000013,28.660660945100265,499.2210000000128
12,499.2210000000128,412.77430000001283,403.221000000013,28.660660945100265,499.2210000000128
13,499.2210000000128,413.7616850000129,403.221000000013,28.82431023593662,499.2210000000128
14,499.2210000000128,420.1149850000129,403.221000000013,35.525191039127684,499.2210000000128
15,499.2210000000128,420.1149850000129,403.221000000013,35.52519103912768,499.2210000000128
16,499.2210000000128,436.06828500001285,403.221000000013,44.6721481728326,499.2210000000128
17,499.2210000000128,448.7281850000128,403.2210000000131,46.96528662451139,499.2210000000128
18,891.2200000000024,477.7014183333456,403.2210000000131,88.76039754683077,891.2200000000024
19,891.2200000000024,504.19861300001213,407.04084000001137,75.40216968577838,891.2200000000024
20,891.2200000000024,511.72723333334557,497.8200000000118,70.47330308879596,891.2200000000024
21,891.2200000000024,511.7739333333456,497.82000000001267,70.46453546616172,891.2200000000024
22,891.2200000000024,511.9633543333456,497.8200000000128,70.4286195734666,891.2200000000024
23,891.2200000000024,512.0567543333456,497.8200000000128,70.41072792035757,891.2200000000024
24,891.2200000000024,512.1968543333456,497.820000000013,70.38364952032836,891.2200000000024
25,891.2200000000024,524.4335713333452,499.22100000001234,94.4041722795645,891.2200000000024
26,891.2200000000024,536.9683176666781,499.22100000001257,113.29853253784887,891.2200000000024
27,891.2200000000024,561.1816840000106,499.22100000001257,138.63220638497054,891.2200000000024
28,891.2400000000032,602.9271911666757,499.2210000000127,164.72659450914725,891.2400000000032
29,891.2400000000032,627.5999381666749,499.2210000000128,174.75680761133697,891.2400000000032
30,2930.3551499999926,708.637743166674,499.2210000000128,447.414233601605,2930.3551499999926
31,2930.3551499999926,996.6866440000051,499.2210000000128,694.3898920531174,2930.3551499999926
32,2930.8739999999934,1331.1549468333299,499.221000000013,739.6999620063517,2930.8739999999934
33,2930.8739999999934,1488.8426504999952,863.59914,766.624687972849,2930.8739999999934
34,2942.380549999991,1806.0905261666596,873.0105399999999,816.4697202168168,2942.380549999991
35,2942.6495499999937,2010.229243333325,878.3475000000003,777.4951453402757,2942.6495499999937
36,2942.6495499999937,2144.3417349999913,891.2400000000032,744.6026307338082,2942.6495499999937
37,2947.7744499999962,2397.875919999987,1227.819999999942,579.6874698352001,2947.7744499999962
38,2947.7744499999962,2661.883964999996,2247.519999999924,273.64452298588776,2947.7744499999962
39,4049.8399999999992,2722.007998333332,2379.8200000000033,360.18184511209523,4049.8399999999992
40,4362.352809999989,2822.552650333331,2379.8200000000047,446.8109706927068,4362.352809999989
41,4362.352809999989,2858.1172486666633,2379.820000000006,431.13059315213667,4362.352809999989
42,4541.899999999981,3034.314010333327,2381.2210000000046,443.8967328748282,4541.899999999981
43,4541.899999999981,3054.9659719999927,2889.2345999999934,426.3085479837858,4541.899999999981
44,4541.899999999981,3056.7116503333264,2891.601649999994,425.69078550488433,4541.899999999981
45,4541.899999999981,3060.4800153333263,2897.3233499999947,424.4082951094552,4541.899999999981
46,4541.899999999981,3062.2034919999933,2897.704899999993,423.84684536880053,4541.899999999981
47,4758.520999999928,3179.8032403333223,2899.4768499999914,575.730998809167,4758.520999999928
48,4758.520999999928,3221.3706026666555,2906.5152499999926,592.4128713548538,4758.520999999928
49,4758.520999999928,3223.432757666655,2915.272649999996,591.3771430230198,4758.520999999928
50,4758.520999999928,3327.1016809999883,2921.0090999999907,658.6074945935127,4758.520999999928
51,4758.520999999928,3518.2083493333193,2929.758149999994,723.3462199351968,4758.520999999928
52,4758.520999999928,3616.26553266665,2941.6328499999936,734.0817038820915,4758.520999999928
