generation,best,mean,min,std,best_of_run
1,403.2210000000128,218.39174633333957,61.49104500000476,91.66005471670672,403.2210000000128
2,497.9223900000127,350.49646750000994,202.32000000000477,91.16097904369879,497.9223900000127
3,499.2210000000128,415.20051300001256,401.82000000001216,32.5600891339981,499.2210000000128
4,499.2210000000128,425.03629166667923,401.82000000001267,40.49901910824243,499.2210000000128
5,499.2210000000128,434.9347816666793,402.9210000000126,44.873008536619416,499.2210000000128
6,499.2210000000128,450.94478166667926,403.2210000000127,47.72618260620517,499.2210000000128
7,499.221000000013,459.6182850000126,403.22100000001285,46.30506030184625,499.221000000013
8,842.3741249999996,493.41002250001213,403.22100000001296,73.84827137696062,842.3741249999996
9,884.0450550000003,535.2360510000113,497.82000000001256,109.10102098492197,884.0450550000003
10,1048.9626000000083,553.7937023333446,497.9223900000127,142.46217807220566,1048.9626000000083
11,1048.9626000000083,565.8678626666774,499.22100000001234,152.23024962102622,1048.9626000000083
12,2379.820000000007,727.4842523333409,499.22100000001257,483.0188472386168,2379.820000000007
13,2381.2210000000036,805.7295825000069,499.2210000000127,560.5574177490879,2381.2210000000036
14,2381.2210000000036,966.8288636666715,499.2210000000127,661.6802489017015,2381.2210000000036
15,2381.2210000000036,1029.5154970000044,499.2210000000128,702.2492665436343,2381.2210000000036
16,2906.995749999993,1272.4374445000035,499.2210000000128,793.1023704564137,2906.995749999993
17,2906.995749999993,1451.3356211666685,499.2210000000129,806.5535917325429,2906.995749999993
18,2906.995749999993,1493.8588878333337,499.221000000013,771.6339034040196,2906.995749999993
19,2906.995749999993,1649.6694261666673,859.6123399999998,766.2659189598847,2906.995749999993
20,2906.995749999993,1651.827606833334,861.3873000000002,764.074471920743,2906.995749999993
21,2906.995749999993,1702.4420301666673,862.4794900000003,760.3204677325137,2906.995749999993
22,2906.995749999993,2035.8443653333338,888.5307900000001,690.3842588429982,2906.995749999993
23,2906.995749999993,2307.926509999999,1227.8199999999458,516.8039272701773,2906.995749999993
24,2906.995749999993,2363.4012066666673,1229.220999999945,486.3074689530198,2906.995749999993
25,2906.995749999993,2547.9550483333346,2377.321,237.79686901091495,2906.995749999993
26,2913.7950499999943,2565.8842166666677,2379.820000000003,244.3379252723903,2913.7950499999943
27,2913.7950499999943,2582.7341466666676,2379.820000000004,248.3231116164618,2913.7950499999943
28,3771.676329999989,2646.1412676666664,2379.820000000004,324.29789027411323,3771.676329999989
29,4205.479999999985,2737.964499333332,2379.820000000006,416.4468326299802,4205.479999999985
30,4205.479999999985,2772.158107666664,2381.2210000000027,406.52292657421003,4205.479999999985
31,4205.479999999985,2851.27971433333,2381.221000000003,418.90655855684275,4205.479999999985
32,4205.479999999985,2882.0370793333286,2381.221000000004,399.9476989779114,4205.479999999985
33,4205.479999999985,2916.4759509999944,2381.2210000000046,376.92025951761775,4205.479999999985
34,4207.779999999992,3061.683151833326,2795.219999999993,402.9379765962664,4207.779999999992
35,4207.779999999992,3068.51129516666,2883.9013499999933,399.21987848163934,4207.779999999992
36,4207.779999999992,3112.59325016666,2885.004949999994,446.6026429905608,4207.779999999992
37,4207.779999999992,3113.0390151666597,2885.3178999999923,446.38187845781573,4207.779999999992
38,4207.779999999992,3114.2149868333267,2888.071299999995,445.80391577589637,4207.779999999992
39,4216.859999999991,3158.9080184999934,2890.1772999999944,485.1716170294996,4216.859999999991
40,4216.859999999991,3159.3775968333266,2891.7040499999916,484.9157202971028,4216.859999999991
41,4216.999999999989,3262.1722388333264,2893.2161499999934,528.8435272548313,4216.999999999989
42,4216.999999999989,3305.9470338333267,2893.3896499999923,550.4037333225839,4216.999999999989
43,4216.999999999989,3306.8135788333266,2893.7602999999913,549.7736322214481,4216.999999999989
44,4216.999999999989,3372.083512166658,2896.4220999999943,553.512650185163,4216.999999999989
45,4216.999999999989,3416.943430499991,2898.2379499999943,564.8368936761593,4216.999999999989
46,4216.999999999989,3446.180678666658,2898.6459999999947,559.8949305223858,4216.999999999989
47,4216.999999999989,3475.827653833324,2898.669199999994,553.6300119587845,4216.999999999989
48,4223.879999999991,3549.375829999991,2901.042349999995,547.7119215258313,4223.879999999991
49,4360.291074999984,3598.018215833324,2901.5280499999944,552.7472491889221,4360.291074999984
50,4360.291074999984,3598.018215833324,2901.5280499999944,552.7472491889221,4360.291074999984
51,4360.291074999984,3759.53609649999,2904.2374499999964,503.4006193244573,4360.291074999984
52,4360.291074999984,3836.1144748333227,2917.877999999994,450.8362847656965,4360.291074999984
53,4524.779999999992,3932.6146464999892,2931.0182499999946,397.7797636260909,4524.779999999992
54,4524.779999999992,4058.399729833321,3733.5570499999894,239.4820705362251,4524.779999999992
55,4524.779999999992,4077.458720333321,3771.0612699999892,230.34504849286856,4524.779999999992
56,4524.779999999992,4077.774557333321,3771.676329999989,229.93052026918136,4524.779999999992
57,4755.360999999936,4154.300246666652,3780.282899999987,227.34819937075818,4755.360999999936
58,4755.360999999936,4193.1337948333185,3849.2999999999765,213.82401992740992,4755.360999999936
59,4755.360999999936,4227.713794833319,3850.7799999999747,200.81067071724615,4755.360999999936
60,4755.360999999936,4295.804768166655,4191.632269999991,152.15528545069284,4755.360999999936
61,4755.360999999936,4311.827850833322,4205.479999999985,155.31466653767083,4755.360999999936
62,4755.360999999936,4343.338174166657,4207.499999999992,162.48146394535775,4755.360999999936
63,4755.360999999936,4364.459178666658,4207.599999999991,164.03647710399545,4755.360999999936
64,4755.360999999936,4375.079028666657,4207.679999999994,163.8222904249572,4755.360999999936
65,4755.360999999936,4439.206386666657,4208.719999999993,147.8324604250509,4755.360999999936
66,4756.622049999929,4489.0927724999865,4216.859999999991,128.57148793830288,4756.622049999929
67,4756.622049999929,4535.395870166653,4352.399999999986,78.86898772539354,4756.622049999929
68,4756.622049999929,4546.905789333319,4521.459999999994,62.81584114673617,4756.622049999929
69,4756.622049999929,4548.652455999986,4522.219999999994,62.35522563338061,4756.622049999929
70,4766.7599999999275,4556.803789333316,4522.739999999998,73.37668200908176,4766.7599999999275
