gen,best,mean,std,best_of_run
1,403.221000000013,-42.44006061799587,206.08028745971222,403.221000000013
2,403.221000000013,75.94128705000482,193.61030024702018,403.221000000013
3,403.221000000013,150.3244134700055,153.4882798703075,403.221000000013
4,499.22100000001245,201.41163007000654,139.97135529285543,499.22100000001245
5,499.22100000001245,252.4576991000072,125.14549015860246,499.22100000001245
6,499.22100000001245,301.70419440000825,106.54090869640392,499.22100000001245
7,499.22100000001245,326.0063776000091,100.37941608484593,499.22100000001245
8,499.22100000001245,357.22785840001,89.09967382414106,499.22100000001245
9,499.22100000001245,401.26310340001214,34.2823925702835,499.22100000001245
10,499.22100000001245,410.31357590001267,26.029713942870355,499.22100000001245
11,499.22100000001245,410.31357590001267,26.029713942870355,499.22100000001245
12,499.22100000001245,410.36361590001275,26.014552983089814,499.22100000001245
13,499.22100000001245,412.3716959000127,28.778993541655357,499.22100000001245
14,499.22100000001245,412.48377590001263,28.740383840013294,499.22100000001245
15,499.22100000001245,412.5139919000126,28.729841873916612,499.22100000001245
16,499.22100000001245,412.6540919000125,28.68072540330654,499.22100000001245
17,499.22100000001245,414.65200980001237,31.066348166637404,499.22100000001245
18,499.22100000001245,416.59798980001256,33.10246113764241,499.22100000001245
19,499.22100000001245,420.40996980001256,36.64089958929933,499.22100000001245
20,499.22100000001245,422.32996980001263,38.17307269111452,499.22100000001245
21,499.22100000001245,426.1699698000126,40.796090383970736,499.22100000001245
22,499.22100000001257,439.47240780001266,46.26909578447277,499.22100000001257
23,499.22100000001257,447.1258518000126,47.53497964311597,499.22100000001257
24,499.22100000001257,458.56179180001243,47.05853070656226,499.22100000001257
25,499.22100000001257,466.1577318000124,45.13684290805329,499.22100000001257
26,499.2210000000128,485.27874780001235,33.06103574625909,499.2210000000128
27,499.2210000000128,498.56267880001224,0.6861511970568689,499.2210000000128
28,499.2210000000128,498.70277880001225,0.662840067785971,499.2210000000128
29,499.2210000000128,498.8175353000123,0.6172203440087909,499.2210000000128
30,499.2210000000128,498.9576353000124,0.5273553375081645,499.2210000000128
