gen,best,mean,std,best_of_run
1,403.221000000013,-53.69301122399581,205.37104639944425,403.221000000013
2,403.221000000013,63.78198261000473,192.25434149416628,403.221000000013
3,403.221000000013,152.87004424000605,172.67751932643242,403.221000000013
4,403.2210000000131,253.9832614000082,135.8724237709275,403.2210000000131
5,403.2210000000131,328.24692000000977,95.58876538647091,403.2210000000131
6,403.2210000000131,360.4546413000111,77.39898816905114,403.2210000000131
7,403.2210000000131,402.7191386000128,0.6693433897783734,403.2210000000131
8,403.2210000000131,402.8554591000128,0.604822187663145,403.2210000000131
9,403.2210000000131,402.9147421000128,0.5644139025573655,403.2210000000131
10,403.2210000000131,403.1387577000127,0.3032302178794305,403.2210000000131
11,403.2210000000131,403.22100000001274,1.6077746776921858e-13,403.2210000000131
12,403.2210000000131,403.22100000001285,1.5752910326854156e-13,403.2210000000131
13,403.2210000000131,403.22100000001285,1.3736832867828722e-13,403.2210000000131
14,403.2210000000131,403.22100000001285,1.2735970643921108e-13,403.2210000000131
15,499.22100000001245,405.14100000001287,13.439999999999937,499.22100000001245
16,499.22100000001257,407.0610000000129,18.812081224574726,499.22100000001257
17,499.2210000000128,412.7929800000129,28.7164868133202,499.2210000000128
18,499.2210000000128,420.4449600000129,36.76321577281274,499.2210000000128
19,499.2210000000128,429.98892000001285,42.9254717266285,499.2210000000128
20,499.2210000000128,443.3168400000129,47.12026042855003,499.2210000000128
21,499.2210000000128,468.1382730000127,44.53639222637931,499.2210000000128
22,499.2210000000128,498.6621330000127,0.6845510315243177,499.2210000000128
23,499.2210000000129,499.11062730001265,0.374402345036985,499.2210000000129
24,499.2210000000129,499.22100000001257,1.3946924066641823e-13,499.2210000000129
25,499.2210000000129,499.2210000000126,1.2582827151378896e-13,499.2210000000129
26,499.2210000000129,499.22100000001274,1.11679598287472e-13,499.2210000000129
27,499.2210000000129,499.22100000001274,9.235962357520248e-14,499.2210000000129
28,499.2210000000129,499.22100000001274,8.038873388460929e-14,499.2210000000129
29,499.2210000000129,499.22100000001274,8.354242286656625e-14,499.2210000000129
30,499.2210000000129,499.22100000001274,8.354242286656625e-14,499.2210000000129
