gen,best,mean,std,best_of_run
1,403.221000000013,48.169315768754174,183.02763017630954,403.221000000013
2,497.8200000000123,157.08768141875515,148.60565549026063,497.8200000000123
3,497.8200000000123,242.4201001875068,114.55310843487294,497.8200000000123
4,497.8200000000123,298.2909928125082,98.02898727147021,497.8200000000123
5,497.8200000000123,334.71060162500953,91.11810381780671,497.8200000000123
6,497.8200000000123,371.24768300001085,66.28388082836791,497.8200000000123
7,497.8200000000123,398.5026144375122,23.969654683187553,497.8200000000123
8,497.8200000000123,403.71605693751263,10.609497389844961,497.8200000000123
9,497.8200000000123,403.7861069375126,10.601369267018443,497.8200000000123
10,499.22100000001245,406.29161881251264,18.17054917620392,499.22100000001245
11,499.22100000001245,407.5966938125127,20.868724226477582,499.22100000001245
12,499.22100000001245,407.68050631251265,20.84805987538879,499.22100000001245
13,499.2210000000127,408.9680688125126,23.16413870880836,499.2210000000127
14,499.2210000000127,409.1077319375126,23.124822981106487,499.2210000000127
15,499.2210000000127,409.18597500001266,23.102886037774006,499.2210000000127
16,842.4296,415.8585700000125,54.15515357246217,842.4296
17,842.4296,418.24105750001263,55.62327607819458,842.4296
18,842.4296,419.42354500001255,56.29290043611036,842.4296
19,842.4296,424.17100750001265,58.679610554044224,842.4296
20,842.4296,428.9359825000126,60.62230162303348,842.4296
21,842.4296,432.50095750001253,61.78941768517119,842.4296
22,842.4296,436.04842000001264,62.715189151077674,842.4296
23,842.4296,437.2309075000127,62.97636684476007,842.4296
24,842.4296,443.1618457500126,63.95514852616325,842.4296
25,869.63959,451.37456562501245,79.4553786634985,869.63959
26,869.63959,453.7745656250125,79.4144828325409,869.63959
27,869.63959,462.1395406250125,78.68070234565998,869.63959
28,869.63959,475.1168280625122,88.83973985860524,869.63959
29,869.63959,484.6117530625121,85.66579012027715,869.63959
30,892.4481399999999,500.08933437501184,91.92237111221402,892.4481399999999
