gen,best,mean,std,best_of_run
1,403.221000000013,52.89364925400449,200.55830574039817,403.221000000013
2,403.221000000013,238.55870004000727,132.89645948849994,403.221000000013
3,403.221000000013,325.3976380000095,94.69178177873854,403.221000000013
4,403.2210000000131,402.7477983000128,0.6594872315909492,403.2210000000131
5,403.2210000000131,403.1682368000127,0.2585441078476557,403.2210000000131
6,403.2210000000131,403.22100000001285,1.3330963383348915e-13,403.2210000000131
7,440.0125850000128,403.95683170001297,5.15082189999997,440.0125850000128
8,441.07380500001284,404.713887800013,7.314396590301591,441.07380500001284
9,441.07380500001284,404.713887800013,7.314396590301587,441.07380500001284
10,451.65445000001284,405.68255680001306,9.827809072322665,451.65445000001284
11,499.2210000000127,407.60255680001313,16.363589247167816,499.2210000000127
12,499.2210000000129,409.5225568000131,20.774394694864775,499.2210000000129
13,499.2210000000129,415.32599670001304,28.021031036213525,499.2210000000129
14,499.2210000000129,417.2179767000131,30.245217551194916,499.2210000000129
15,499.2210000000129,425.662315700013,35.67209400801054,499.2210000000129
16,499.221000000013,435.8441424000129,37.846628841498124,499.221000000013
17,499.221000000013,463.54861960001284,36.38630226373351,499.221000000013
18,499.221000000013,473.68121960001275,30.38640911311934,499.221000000013
19,499.221000000013,487.75347090001276,20.30405268696438,499.221000000013
20,499.221000000013,498.5840720000129,0.6803331113623713,499.221000000013
21,499.221000000013,498.7521920000129,0.6428167380645604,499.221000000013
22,499.221000000013,499.0326840000128,0.451837651091598,499.221000000013
23,499.221000000013,499.22100000001285,1.1841999967145772e-13,499.221000000013
24,499.221000000013,499.22100000001285,8.87922587470104e-14,499.221000000013
25,499.221000000013,499.22100000001285,7.279509460923747e-14,499.221000000013
26,499.221000000013,499.22100000001285,7.958078640513122e-14,499.221000000013
27,499.221000000013,499.22100000001285,8.583168022676943e-14,499.221000000013
28,499.221000000013,499.22100000001285,8.583168022676943e-14,499.221000000013
29,499.221000000013,499.22100000001285,9.443537991180704e-14,499.221000000013
30,499.221000000013,499.22100000001285,1.048140854583481e-13,499.221000000013
