gen,best,mean,std,best_of_run
1,403.221000000013,26.766177538754313,202.86823967819757,403.221000000013
2,403.221000000013,118.47309502500511,180.43121390854418,403.221000000013
3,499.221000000012,185.1611865937558,150.23729906732908,499.221000000012
4,499.221000000012,231.4483569375067,133.72550814608914,499.221000000012
5,499.221000000012,269.4387149375074,116.31402084054758,499.221000000012
6,499.221000000012,297.8132926875081,106.73111966554036,499.221000000012
7,499.221000000012,335.29180481250944,99.18564817158602,499.221000000012
8,499.221000000012,359.1442811875102,85.33784161370306,499.221000000012
9,499.221000000012,396.823327875012,39.277718679767844,499.221000000012
10,499.22100000001205,408.5604153125127,23.201591378387022,499.22100000001205
11,499.22100000001205,408.64797781251275,23.178620216249602,499.22100000001205
12,499.22100000001205,408.75538781251277,23.149897586822135,499.22100000001205
13,499.22100000001257,410.0254378125127,25.206124111916168,499.22100000001257
14,499.22100000001257,411.26046281251274,26.99638187518708,499.22100000001257
15,499.22100000001257,413.58219181251263,29.624514422406353,499.22100000001257
16,499.22100000001257,414.85390231251256,31.00607918139372,499.22100000001257
17,499.22100000001257,416.0975540000127,32.290741724747576,499.22100000001257
18,499.2210000000127,420.6737786250127,36.346566337094636,499.2210000000127
19,499.2210000000127,423.0562661250128,38.200742387982515,499.2210000000127
20,499.2210000000127,427.82124112501276,41.25150794649126,499.2210000000127
21,499.2210000000128,431.3862161250128,43.040720741230764,499.2210000000128
22,499.2210000000128,436.1743511250128,44.87791073343357,499.2210000000128
23,499.2210000000128,445.7043011250129,46.940045672518714,499.2210000000128
24,499.2210000000128,455.07365187501284,46.89806081728938,499.2210000000128
25,499.2210000000128,461.03862687501277,45.98447463503734,499.2210000000128
26,2781.4199999999887,503.82601437501233,259.37320426874146,2781.4199999999887
27,2781.4199999999887,509.7909893750124,258.0852371691679,2781.4199999999887
28,2781.4199999999887,534.8673734375113,262.68846935357567,2781.4199999999887
29,2781.4199999999887,544.7480216250112,263.46420762158726,2781.4199999999887
30,2781.4199999999887,549.3966319375111,265.84068319243164,2781.4199999999887
