gen,best,mean,std,best_of_run
1,403.221000000013,-22.100571837995773,203.74902148363645,403.221000000013
2,403.221000000013,130.37757876000552,176.46869725152678,403.221000000013
3,403.221000000013,283.3392161000088,124.31243187789107,403.221000000013
4,403.221000000013,363.35095170001097,76.8253926364137,403.221000000013
5,403.221000000013,402.63132120001285,0.6826452350251505,403.221000000013
6,403.221000000013,402.93954120001274,0.5501729982237453,403.221000000013
7,403.221000000013,403.22100000001274,1.2479687484358322e-13,403.221000000013
8,403.221000000013,403.22100000001274,1.2375688275527205e-13,403.221000000013
9,403.221000000013,403.22100000001285,1.0008316656728203e-13,403.221000000013
10,403.221000000013,403.22100000001285,9.023612998582589e-14,403.221000000013
11,403.2210000000131,403.22100000001285,9.200911140532438e-14,403.2210000000131
12,403.2210000000131,403.22100000001285,9.443537991180704e-14,403.2210000000131
13,403.2210000000131,403.22100000001285,1.0326119834522245e-13,403.2210000000131
14,403.2210000000131,403.22100000001296,6.725804022493794e-14,403.2210000000131
15,403.2210000000131,403.22100000001296,5.271441804947985e-14,403.2210000000131
16,403.2210000000131,403.22100000001296,5.14739050353081e-14,403.2210000000131
17,403.2210000000131,403.221000000013,5.684341886080802e-14,403.2210000000131
18,403.2210000000131,403.221000000013,4.617981178760124e-14,403.2210000000131
19,403.2210000000131,403.221000000013,4.5474735088646414e-14,403.2210000000131
20,403.2210000000131,403.221000000013,4.1771211433283125e-14,403.2210000000131
21,403.2210000000131,403.221000000013,4.099037227506403e-14,403.2210000000131
22,403.2210000000131,403.221000000013,3.770565843246231e-14,403.2210000000131
23,403.2210000000131,403.221000000013,3.410605131648481e-14,403.2210000000131
24,403.2210000000131,403.221000000013,3.314512409159136e-14,403.2210000000131
25,403.2210000000131,403.221000000013,3.5040636720219575e-14,403.2210000000131
26,403.2210000000131,403.221000000013,3.595093471822542e-14,403.2210000000131
27,403.2210000000131,403.221000000013,3.595093471822542e-14,403.2210000000131
28,403.2210000000131,403.221000000013,3.770565843246231e-14,403.2210000000131
29,403.2210000000131,403.221000000013,3.938227581713539e-14,403.2210000000131
30,403.2210000000131,403.221000000013,4.25377196140055e-14,403.2210000000131
