gen,best,mean,std,best_of_run
1,403.221000000013,190.37780823334,166.4326224781378,403.221000000013
2,403.221000000013,347.56802866667675,85.91803765269957,403.221000000013
3,403.221000000013,402.6709886666794,0.6742814648817992,403.221000000013
4,403.22100000001313,403.2210000000128,2.1369900089775432e-13,403.22100000001313
5,497.8200000000129,406.3743000000129,16.981040186337214,497.8200000000129
6,497.8200000000129,406.3743000000129,16.98104018633721,497.8200000000129
7,497.8200000000129,406.3743000000129,16.981040186337207,497.8200000000129
8,497.8200000000129,406.3743000000129,16.981040186337207,497.8200000000129
9,497.8200000000129,409.5276000000129,23.597136475428456,497.8200000000129
10,1229.220999999942,440.2609333333438,149.24602080253877,1229.220999999942
11,1229.220999999942,449.76753333334375,149.61132869799178,1229.220999999942
12,1229.220999999942,452.9675333333438,149.60819449965035,1229.220999999942
13,1229.220999999942,462.47413333334373,149.16498812962746,1229.220999999942
14,1229.220999999942,475.1807333333436,147.62764756482878,1229.220999999942
15,1229.220999999942,481.5340333333436,146.4400675490216,1229.220999999942
16,1229.220999999942,503.86733333334354,139.94860194687715,1229.220999999942
17,1229.220999999942,522.8338333333436,131.17454339848962,1229.220999999942
18,1229.220999999942,523.0206333333437,131.13978221816942,1229.220999999942
19,1229.220999999942,536.1530870000098,146.25747507118606,1229.220999999942
20,1229.220999999942,573.8998870000072,200.21104300382396,1229.220999999942
21,1229.220999999942,573.9198870000072,200.2035518795784,1229.220999999942
22,1229.220999999942,598.2065203333383,231.42702830181221,1229.220999999942
23,1229.220999999942,659.8228528333332,279.4447411749699,1229.220999999942
24,2379.8200000000033,744.4395401666669,414.7906970411362,2379.8200000000033
25,2379.8200000000033,817.3461401666599,429.10793145859867,2379.8200000000033
26,2896.1439999999934,1067.0870401666548,667.4842622737516,2896.1439999999934
27,2936.169899999994,1328.4001384999851,806.744975857167,2936.169899999994
28,4981.197949999985,1888.2521794999789,995.1842912115544,4981.197949999985
29,4981.197949999985,2497.5924566666517,810.5214773920706,4981.197949999985
30,4981.197949999985,3009.9433864999946,541.5904880250886,4981.197949999985
