gen,best,mean,std,best_of_run
1,403.221000000013,70.83315726250476,198.69363613722768,403.221000000013
2,408.84608000001236,207.55265332500647,141.03037463119642,408.84608000001236
3,408.84608000001236,281.0546777500082,107.57320463803948,408.84608000001236
4,499.2210000000129,323.66217650000937,98.0371685140761,499.2210000000129
5,499.2210000000129,367.2160790000109,76.3089352089395,499.2210000000129
6,499.2210000000129,404.7194265000127,15.188485927012426,499.2210000000129
7,891.788675,411.30327537501273,56.093865323614466,891.788675
8,894.7602500000003,422.44015350001246,79.43352556961672,894.7602500000003
9,894.7800000000001,439.1324581875121,108.6243472379435,894.7800000000001
10,895.1098499999999,456.17326881251194,129.5406584806847,895.1098499999999
11,2226.2199999999148,523.7161115000099,254.06893881984038,2226.2199999999148
12,2226.2199999999148,575.6370975000078,263.32653247815625,2226.2199999999148
13,2226.2199999999148,649.7546860000054,264.5006185463743,2226.2199999999148
14,2226.2199999999148,689.141500062504,262.0287253405052,2226.2199999999148
15,2226.2199999999148,762.0827461875011,259.150150773843,2226.2199999999148
16,2228.319999999915,891.6426043124945,374.1087306554888,2228.319999999915
17,2228.319999999915,967.2932928749899,336.76658327170003,2228.319999999915
18,2229.437999999915,1033.9981654374883,369.1413427142027,2229.437999999915
19,2796.5399999999954,1105.930416562484,452.4960600660099,2796.5399999999954
20,2796.5399999999954,1156.210827624979,480.6549239567424,2796.5399999999954
21,2796.5399999999954,1219.3498288749743,507.58695231568777,2796.5399999999954
22,2796.5399999999954,1305.804747624969,549.5610194127911,2796.5399999999954
23,4209.179999999991,1401.9135144999652,641.7241028297422,4209.179999999991
24,4209.179999999991,1557.7853082499578,681.4304818004175,4209.179999999991
25,4209.179999999991,1687.6992101249512,686.7219498924599,4209.179999999991
26,4209.179999999991,1813.7239644999474,685.5287998929388,4209.179999999991
27,4209.179999999991,1926.9073143749442,696.8453126593032,4209.179999999991
28,4209.179999999991,2040.0728156249475,699.484107606794,4209.179999999991
29,4209.93999999999,2191.4350743749474,684.1385086565383,4209.93999999999
30,4209.93999999999,2308.324542499949,627.1210706602778,4209.93999999999
