gen,best,mean,std,best_of_run
1,403.221000000013,46.41974970000443,202.64002713065955,403.221000000013
2,499.22100000001245,233.50669564000628,129.90402271767115,499.22100000001245
3,499.22100000001245,312.72638300000904,106.14030328222351,499.22100000001245
4,499.22100000001245,377.75610810001155,71.85956471575673,499.22100000001245
5,499.22100000001245,406.4075208000127,18.815013335392088,499.22100000001245
6,499.22100000001245,406.6899850000128,18.754363133182405,499.22100000001245
7,499.22100000001245,406.95780470001273,18.6925648926184,499.22100000001245
8,888.25275,416.7336150000125,69.89867396483842,888.25275
9,888.25275,420.5175750000125,71.60448806807,888.25275
10,888.25275,420.5175750000126,71.60448806807,888.25275
11,888.25275,422.20865630001254,71.7110273837833,888.25275
12,888.25275,423.7945167000126,72.14901670302842,888.25275
13,888.25275,425.7145167000126,72.84992729636643,888.25275
14,888.25275,427.6345167000126,73.49401610306701,888.25275
15,888.25275,430.3773537000125,74.01415871823444,888.25275
16,888.25275,436.1093337000126,75.37599193048771,888.25275
17,888.25275,449.46527370001246,76.80408876542312,888.25275
18,888.25275,462.1122670000124,75.71294687894711,888.25275
19,888.25275,483.03842500001235,69.4289656664504,888.25275
20,888.25275,504.4405000000122,55.382880669663216,888.25275
21,888.25275,506.40886970001213,54.55716466361706,888.25275
22,888.25275,506.46490970001236,54.549032504485815,888.25275
23,888.25275,513.418923700012,71.48187459335286,888.25275
24,888.25275,513.7551637000121,71.41096866779256,888.25275
25,888.25275,513.8369257000119,71.39349748652693,888.25275
26,888.25275,513.8369257000119,71.39349748652691,888.25275
27,888.25275,513.8369257000121,71.39349748652691,888.25275
28,888.25275,513.8369257000121,71.39349748652691,888.25275
29,888.25275,513.8369257000121,71.39349748652691,888.25275
30,1276.649245000036,529.5111532000126,128.38164379487992,1276.649245000036
