gen,best,mean,std,best_of_run
1,403.221000000013,6.9474525020046265,214.4454800747853,403.221000000013
2,403.221000000013,174.10176572000637,173.24984196860797,403.221000000013
3,403.221000000013,267.7490664000082,122.28010837289985,403.221000000013
4,403.221000000013,314.1324730000092,98.53250023983871,403.221000000013
5,403.221000000013,340.2605130000101,89.09364941785635,403.221000000013
6,403.221000000013,372.8530423000112,65.35913144944293,403.221000000013
7,403.221000000013,402.4356900000125,0.6857374737579763,403.221000000013
8,403.221000000013,402.6318300000128,0.6819341977902925,403.221000000013
9,403.221000000013,402.7719300000128,0.6435927082525517,403.221000000013
10,403.221000000013,402.8840100000128,0.5876130520298894,403.221000000013
11,499.22100000001257,404.97213000001267,13.471334713461596,499.22100000001257
12,499.22100000001257,408.25510530001264,20.31346135678298,499.22100000001257
13,499.22100000001257,410.1485227000127,23.858747457423753,499.22100000001257
14,499.22100000001257,410.6099567000128,23.943261822472387,499.22100000001257
15,499.22100000001257,412.5019367000127,26.846230607005705,499.22100000001257
16,499.22100000001257,414.42193670001274,29.423033509081424,499.22100000001257
17,499.22100000001257,416.3419367000128,31.675493744352693,499.22100000001257
18,499.22100000001257,423.94060230001276,38.314073940750916,499.22100000001257
19,499.22100000001257,429.6447413000127,41.72971096475764,499.22100000001257
20,499.2210000000127,439.27552830001264,45.23153336209692,499.2210000000127
21,499.2210000000127,443.0875083000127,46.04108549120035,499.2210000000127
22,499.2210000000127,454.52344830001266,46.55187519024141,499.2210000000127
23,499.2210000000128,465.9878121000126,44.2115462571759,499.2210000000128
24,499.2210000000128,486.85563210001243,29.648551083059274,499.2210000000128
25,499.2210000000128,497.6872711000124,4.812899113859249,499.2210000000128
26,499.2210000000128,498.46988730001254,0.6935724078199368,499.2210000000128
27,499.2210000000128,498.52592730001254,0.695395480791422,499.2210000000128
28,499.2210000000128,498.5819673000126,0.6926948110972949,499.2210000000128
29,499.2210000000128,498.6380073000127,0.6854169276703874,499.2210000000128
30,499.2210000000128,498.6660273000127,0.6800192168204606,499.2210000000128
