generation,best,mean,min,std,best_of_run
1,550.7200000000055,-898.2533638999922,-1431.05805499999,600.16573889481,550.7200000000055
2,612.6370400000122,-502.41517849999286,-1115.678499999993,673.2801798786546,612.6370400000122
3,772.720000000013,-151.05220100999222,-976.4799999999932,668.9421621425207,772.720000000013
4,772.720000000013,175.65087319000838,-950.4799999999935,502.1616732519356,772.720000000013
5,772.720000000013,404.4548303800091,99.44402900000283,114.65312460888816,772.720000000013
6,772.720000000013,468.96301000000994,394.82000000001216,94.89910286850126,772.720000000013
7,772.720000000013,512.8954855000094,401.8200000000125,111.73320677480345,772.720000000013
8,772.720000000013,558.5758703000081,403.22100000001274,108.62864066301101,772.720000000013
9,777.1200000000129,617.431270400008,550.4200000000054,99.67412073788205,777.1200000000129
10,781.320000000013,688.4949102000104,550.7200000000055,105.64658290988123,781.320000000013
11,781.320000000013,767.7327047000127,612.6370400000122,22.855117424871104,781.320000000013
12,781.320000000013,773.4366767000129,766.9200000000128,3.0175736114503784,781.320000000013
13,781.320000000013,775.4549216000128,771.920000000013,2.628507492294544,781.320000000013
14,781.725090000013,777.5522949000131,773.6884250000129,2.319427468569282,781.725090000013
15,781.725090000013,779.062225700013,776.320000000013,1.8735019635031185,781.725090000013
16,781.725090000013,779.7383275000128,777.1200000000129,1.6212182018150014,781.725090000013
17,781.725090000013,780.4013032000129,778.520000000013,1.0515473239073545,781.725090000013
18,781.725090000013,780.7543322000132,779.320000000013,0.7965040347921166,781.725090000013
19,781.725090000013,781.0821426000131,780.320000000013,0.39035377809139704,781.725090000013
20,781.725090000013,781.2323254000128,780.520000000013,0.266748337906415,781.725090000013
21,781.725090000013,781.342634000013,781.3200000000128,0.08620688566466919,781.725090000013
22,781.725090000013,781.342634000013,781.3200000000129,0.08620688566466801,781.725090000013
23,781.725090000013,781.356980000013,781.3200000000129,0.10866399834352185,781.725090000013
24,784.520000000013,781.4209800000131,781.3200000000129,0.4558271871400512,784.520000000013
25,784.520000000013,781.4304362000129,781.3200000000129,0.4573323832789119,784.520000000013
26,784.520000000013,781.4304362000129,781.3200000000129,0.4573323832789119,784.520000000013
27,834.7200000000124,782.498847900013,781.3200000000129,7.474147119676928,834.7200000000124
28,834.7200000000124,783.238847900013,781.3200000000129,8.99725404079348,834.7200000000124
29,834.7200000000124,783.272172500013,781.3200000000129,8.990856090555043,834.7200000000124
30,834.7200000000124,783.2802743000129,781.320000000013,8.989275684822914,834.7200000000124
31,892.5200000000123,785.5150849000129,781.320000000013,17.730292742898406,892.5200000000123
32,892.5200000000123,785.5231867000128,781.320000000013,17.728466419580375,892.5200000000123
33,892.5200000000123,785.5474921000131,781.320000000013,17.722964098710168,892.5200000000123
34,892.5200000000123,785.571797500013,781.320000000013,17.71742672605736,892.5200000000123
35,892.5200000000123,785.646471700013,781.320000000013,17.70721452432875,892.5200000000123
36,954.7200000000129,789.1404458000129,781.320000000013,29.537528944941087,954.7200000000129
37,954.7200000000129,789.148547600013,781.320000000013,29.53543825841537,954.7200000000129
38,954.7200000000129,790.100954800013,781.320000000013,29.980931127554012,954.7200000000129
