generation,best,mean,min,std,best_of_run
1,1838.5408000000182,-217.79455143000138,-679.9633249999985,591.4084984656038,1838.5408000000182
2,1868.7410000000175,-20.21629987000174,-492.9592200000037,630.6924208553348,1868.7410000000175
3,1872.7400000000175,210.61899622999772,-333.4817950000028,681.783854896953,1872.7400000000175
4,2019.5400000000247,516.3323621340002,-299.460000000003,761.3045345969252,2019.5400000000247
5,2019.5400000000247,676.6293799160009,-279.26220000000257,747.1688581884416,2019.5400000000247
6,2019.5400000000247,981.9568379540017,229.03202499998886,679.1556986417288,2019.5400000000247
7,2019.5400000000247,1111.0550808940034,368.2421799999857,676.3756124200759,2019.5400000000247
8,2019.5400000000247,1273.1627190740069,386.8399999999856,644.7968075182307,2019.5400000000247
9,2019.5400000000247,1556.4529929500131,395.2409999999862,487.3281598255892,2019.5400000000247
10,2019.5400000000247,1712.8584019040163,776.5265850000061,286.90181034775054,2019.5400000000247
11,2019.5400000000247,1802.7870213900176,1541.054630700015,103.62392564006437,2019.5400000000247
12,2019.5400000000247,1846.1334468620178,1700.4400000000167,71.00433512986,2019.5400000000247
13,2019.5400000000247,1882.183268320018,1839.183261000017,28.596132995638598,2019.5400000000247
14,2019.5400000000247,1887.3918386140178,1872.4400000000176,28.101958699443514,2019.5400000000247
15,2019.5400000000247,1890.6638386140175,1872.4400000000176,28.061519325496462,2019.5400000000247
16,2085.540000000023,1900.5511586140183,1872.4400000000176,40.32459677644553,2085.540000000023
17,2085.540000000023,1905.0971586140188,1872.7400000000175,38.71177256422684,2085.540000000023
18,2085.540000000023,1910.4277790080187,1873.0400000000175,37.047119599683896,2085.540000000023
19,2085.540000000023,1914.034769880018,1883.7148170000178,34.78660554135018,2085.540000000023
20,2875.8507999999965,1937.814939600018,1903.906000000018,139.6909174333239,2875.8507999999965
21,2875.8507999999965,1940.5011366000183,1905.040000000018,140.21801772505546,2875.8507999999965
22,2878.276699999998,1960.9846147000178,1905.040000000018,191.79277945579094,2878.276699999998
23,2878.276699999998,1965.3046147000184,1905.040000000018,191.7441430145122,2878.276699999998
24,2878.276699999998,1965.3046147000184,1905.040000000018,191.7441430145122,2878.276699999998
25,2878.276699999998,1976.9800441000186,1905.040000000018,193.9747454655302,2878.276699999998
26,2878.276699999998,1985.110044100019,1905.040000000018,193.65953336035707,2878.276699999998
27,2878.276699999998,1985.110044100019,1905.040000000018,193.65953336035707,2878.276699999998
28,2878.276699999998,1986.242310900019,1905.040000000018,193.35333701114664,2878.276699999998
29,2912.7101999999986,2007.1162344000186,1905.040000000018,232.1501941769953,2912.7101999999986
30,2912.7101999999986,2012.746234400019,1905.040000000018,233.01820177203467,2912.7101999999986
31,2912.7101999999986,2012.746234400019,1905.040000000018,233.01820177203467,2912.7101999999986
32,2912.7101999999986,2015.256234400019,1905.040000000018,232.51989583772107,2912.7101999999986
33,2912.7101999999986,2015.256234400019,1905.040000000018,232.51989583772107,2912.7101999999986
34,2912.7101999999986,2023.796234400019,1905.040000000018,232.3351180446742,2912.7101999999986
35,2912.7101999999986,2026.8526516000193,1905.040000000018,231.75722750520694,2912.7101999999986
36,2912.7101999999986,2035.5726516000195,1905.040000000018,230.3184349047991,2912.7101999999986
37,2912.7101999999986,2035.92265160002,1905.040000000018,230.13302913940055,2912.7101999999986
38,2912.7101999999986,2042.07265160002,1905.040000000018,228.31081224111168,2912.7101999999986
39,2912.7101999999986,2046.46265160002,1905.040000000018,227.74330551115688,2912.7101999999986
40,2912.7101999999986,2048.0589216000203,1905.040000000018,227.0250460868605,2912.7101999999986
41,2912.7101999999986,2049.04892160002,1905.040000000018,226.5065539580988,2912.7101999999986
42,2912.7101999999986,2058.699893600021,1905.040000000018,223.79871625289525,2912.7101999999986
43,2912.7101999999986,2072.989893600022,1905.040000000018,219.3393866530948,2912.7101999999986
44,2912.7101999999986,2076.489893600022,1905.040000000018,217.70879008932036,2912.7101999999986
45,2912.7101999999986,2086.1398936000223,1922.5400000000225,213.42920801913613,2912.7101999999986
46,2912.7101999999986,2096.889374100022,1949.5400000000218,209.20904267634145,2912.7101999999986
47,2912.7101999999986,2103.2406300000216,1955.9772050000186,207.27621467658042,2912.7101999999986
48,2912.7101999999986,2109.9531545000223,1961.6533400000221,203.9617325566512,2912.7101999999986
49,2912.7101999999986,2120.8139500000225,1984.8535000000224,201.25428061538548,2912.7101999999986
50,2912.7101999999986,2130.809705800022,1992.5400000000245,198.784646306873,2912.7101999999986
51,2912.7101999999986,2153.674514600022,2031.5400000000245,193.0612630526957,2912.7101999999986
52,2912.7101999999986,2174.238921800022,2053.5400000000222,187.12910761891618,2912.7101999999986
53,2912.7101999999986,2214.551752500021,2057.860860000022,227.34854317354487,2912.7101999999986
