generation,best,mean,min,std,best_of_run
1,403.2210000000123,35.490359090003366,-219.17999999999677,168.4804602188665,403.2210000000123
2,499.2210000000127,200.33610630000524,55.026045000004636,101.84065303374325,499.2210000000127
3,499.2210000000127,258.25197100000645,158.61663000000482,100.87045801022397,499.2210000000127
4,499.2210000000127,313.739684100008,195.72000000000486,103.1898975745132,499.2210000000127
5,499.2210000000127,361.1913452000096,201.7200000000047,83.14992062280064,499.2210000000127
6,499.2210000000127,414.04474600001237,401.82000000001216,31.374463083914556,499.2210000000127
7,499.2210000000127,416.10719130001263,401.82000000001244,33.37954565968867,499.2210000000127
8,499.2210000000127,421.97950430001265,401.82000000001256,38.41599923030464,499.2210000000127
9,499.2210000000127,429.77158430001253,401.82000000001284,43.0011656782055,499.2210000000127
10,499.2210000000127,450.8567400000125,403.2210000000123,47.638311083752676,499.2210000000127
11,499.2210000000129,488.9485200000125,403.2210000000128,28.58353195687322,499.2210000000129
12,499.2210000000129,498.7446600000125,497.82000000001244,0.6636659885815538,499.2210000000129
13,499.2210000000129,499.0554180000125,497.82000000001256,0.44869735621680856,499.2210000000129
14,499.2210000000129,499.22100000001245,499.2210000000123,1.357118024579145e-13,499.2210000000129
15,499.2210000000129,499.22100000001245,499.22100000001234,1.352347823441314e-13,499.2210000000129
16,499.2210000000129,499.22100000001257,499.22100000001234,1.4062285205060314e-13,499.2210000000129
17,499.2210000000129,499.22100000001257,499.2210000000124,1.26340812419658e-13,499.2210000000129
18,499.2210000000129,499.22100000001257,499.22100000001245,1.2837051361471156e-13,499.2210000000129
19,499.2210000000129,499.22100000001257,499.22100000001245,1.2349551629086153e-13,499.2210000000129
20,499.2210000000129,499.2210000000126,499.22100000001245,1.0604002287765086e-13,499.2210000000129
21,499.2210000000129,499.22100000001274,499.22100000001257,1.159382807962353e-13,499.2210000000129
22,499.2210000000129,499.22100000001274,499.22100000001257,1.07552795773384e-13,499.2210000000129
23,499.2210000000129,499.22100000001274,499.22100000001257,1.0263346487856659e-13,499.2210000000129
24,499.2210000000129,499.22100000001274,499.22100000001257,8.91554187851291e-14,499.2210000000129
25,499.2210000000129,499.22100000001274,499.2210000000127,7.008127344043915e-14,499.2210000000129
26,499.2210000000129,499.22100000001274,499.2210000000127,7.008127344043915e-14,499.2210000000129
27,499.2210000000129,499.22100000001274,499.2210000000127,7.008127344043915e-14,499.2210000000129
