difficulty,runs,win_rate,death_rate,timeout_rate,mean_fitness,std_fitness,mean_distance,mean_kills,total_kills,total_wins,total_deaths,total_timeouts
0,30,0.4,0.0,0.6,5813.213534062175,3468.6312158576525,1514.0611553333333,2.1,63,12,0,18
3,30,0.0,0.0,1.0,2211.5950066567384,1451.728135412945,579.4836723333333,3.3333333333333335,100,0,0,30
5,30,0.0,0.0,1.0,1681.1982518344732,1392.1982762838227,457.4477633333334,2.3666666666666667,71,0,0,30
10,30,0.0,0.0,1.0,1352.7309542049152,1170.9214322512692,377.191193,3.0,90,0,0,30
