difficulty,runs,win_rate,death_rate,timeout_rate,mean_fitness,std_fitness,mean_distance,mean_kills,total_kills,total_wins,total_deaths,total_timeouts
0,30,0.03333333333333333,0.0,0.9666666666666667,1328.9002399449942,1049.187832588117,693.218395,1.1,33,1,0,29
3,30,0.0,0.0,1.0,825.9292760333684,599.7528396245157,439.827343,5.2,156,0,0,30
5,30,0.0,0.0,1.0,726.1443449078777,607.7648841386077,387.73926233333333,1.7333333333333334,52,0,0,30
10,30,0.0,0.0,1.0,549.039058113766,227.18224885760242,303.9266390000001,4.466666666666667,134,0,0,30
