difficulty,runs,win_rate,death_rate,timeout_rate,mean_fitness,std_fitness,mean_distance,mean_kills,total_kills,total_wins,total_deaths,total_timeouts
0,30,0.03333333333333333,0.0,0.9666666666666667,2159.9886496640543,1588.1928518181276,682.5252136666666,0.8666666666666667,26,1,0,29
3,30,0.0,0.0,1.0,1101.9425445351528,614.7590963535478,328.0109946666667,1.4333333333333333,43,0,0,30
5,30,0.0,0.0,1.0,1087.5105421069347,502.742704593406,324.47140166666674,1.0666666666666667,32,0,0,30
10,30,0.0,0.0,1.0,975.2873601793634,312.779335183514,285.16567633333335,1.5,45,0,0,30
