difficulty,runs,win_rate,death_rate,timeout_rate,mean_fitness,std_fitness,mean_distance,mean_kills,total_kills,total_wins,total_deaths,total_timeouts
0,30,0.03333333333333333,0.0,0.9666666666666667,995.7645483766247,1041.125933009631,466.460486,1.2,36,1,0,29
3,30,0.0,0.0,1.0,718.4842621549464,495.10912489105544,330.18810500000006,2.533333333333333,76,0,0,30
5,30,0.0,0.0,1.0,665.2259035109068,369.8146063520395,306.36814366666664,1.7333333333333334,52,0,0,30
10,30,0.0,0.0,1.0,632.8698408203135,357.8981908899515,284.19848466666673,5.666666666666667,170,0,0,30
