difficulty,runs,win_rate,death_rate,timeout_rate,mean_fitness,std_fitness,mean_distance,mean_kills,total_kills,total_wins,total_deaths,total_timeouts
0,30,0.0,0.0,1.0,902.7533925047226,736.4664627084655,412.81811833333336,1.2,36,0,0,30
3,30,0.0,0.0,1.0,591.1361939910491,328.0061768069906,259.4749256666667,1.9,57,0,0,30
5,30,0.0,0.0,1.0,699.5891820554975,625.4280071541017,295.57995066666666,2.1333333333333333,64,0,0,30
10,30,0.0,0.0,1.0,587.5966683634441,255.90855499187066,255.86488166666672,4.7,141,0,0,30
